cnpj;razao_social;cod_scp;dt_ini;dt_fin;forma_trib;forma_apur;qualif_pj;sit_especial;cnae;cod_nat;horario_eleitoral_deducao_lalur;prouni_universidade_para_todos;sudam_sudene_isencao_proj_ind_agric;sudam_sudene_isencao_proj_tec_dig;sudam_sudene_red_escal_setor_prior_proj_ind_agric;finor;finam;pronac_deducao_ir;pat_deducao_ir;atividade_audiov_deducao_ir;fundos_direitos_crianca_adolescente;fundos_idoso;incentivo_desporto;pronon_deducao_ir;pronas_pcd_deducao_ir;empresa_cidada_deducao_ir;rota_2030_deducao_ir;prouni_deducao_csll;rota_2030_deducao_csll;f0000_ano
86.915.691/0001-79;NOSSA SERVICO TEMPORARIO E GESTAO DE PESSOAS LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7830200;2062;0;;;;;;;0;4274,77;0;0;0;0;0;0;0;0;0;0;2020
06.136.920/0001-18;ZURICH SANTANDER BRASIL SEGUROS S.A.;0;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;SOCIEDADES SEGURADORAS, DE CAPITALIZACAO OU ENTIDADE ABERTA DE PREVIDENCIA COMPLEMENTAR;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6512000;2054;;;;;;;;2090000;0;0;576296,95;576296;528251;0;0;0;;0;0;2022
76.900.463/0001-71;RISOTOLANDIA IND E COM DE ALIMENTOS;0;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5620101;2062;0;;;;;;;0;475200,93;0;0;0;0;0;0;0;0;0;0;2022
20.278.385/0001-60;EMPRESA METROPOLITANA DE TRATAMENTO DE RESIDUOS S/A - EMTR;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3821100;2054;0;;;;;;;0;3574,48;0;0;0;0;0;0;0;;0;;2016
00.934.286/0001-82;SNF BRASIL COMERCIAL QUIMICA EIRELI;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2029100;2305;0;;;;;;;0;37199,37;0;0;0;0;0;0;0;0;0;0;2020
19.862.904/0001-54;MINEIRA DISTRIBUIDORA DE BEBIDAS LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4635402;2062;0;;;;;;;0;474,16;0;0;0;0;0;0;0;0;0;0;2020
20.593.185/0001-00;NEWPLASTIC INDUSTRIA E COMERCIO DE PLASTICOS LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2229301;2062;0;0;0;0;0;;;4000;0;0;1000;1000;1000;0;0;0;0;0;0;2020
04.067.063/0001-16;AGUAS DE BARRA DO GARCAS LTDA.;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3600601;2062;0;;;;;;;33840,72;0;0;0;0;8460,18;0;0;0;0;0;0;2020
19.877.285/0001-71;LANLINK SOLUCOES E COMERCIALIZACAO EM INFORMATICA S/A;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6204000;2054;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2024
85.325.868/0001-14;IBMF INDUSTRIA DE MATERIAIS PARA CONSTRUCAO LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2229303;2062;0;;;;;;;235066,04;0;0;58766,51;58766,51;117533,02;0;0;0;0;0;0;2023
07.933.914/0001-54;SIDERURGICA NORTE BRASIL S/A EM RECUPERACAO JUDICIAL;0;01/01/2021;31/12/2021;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2423702;2054;0;0;0;0;0;;;0;775569,84;0;0;0;0;0;0;0;0;0;0;2021
03.325.394/0001-46;LAGO DO DOURADO LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2024
21.587.078/0001-24;4 DE NOVEMBRO COMERCIO DE ALIMENTOS LTDA ME;0;01/01/2022;31/12/2022;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2022
11.654.455/0001-47;3 TIMES 1 PRODUCOES LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5911101;2062;;;;;;;;;;;;;;;;;;;;2023
43.644.285/0001-06;MARCEP CORRETAGEM DE SEGUROS S.A.;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6622300;2054;0;;;;;;;1450000;15461,86;0;374965,84;397236,28;380000;0;200000;0;;0;;2016
08.867.977/0001-12;LEVITATUR VIAGENS E TURISMO - LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7911200;2062;;;;;;;;;;;;;;;;;;;;2023
06.276.492/0001-29;RESTAURANTE MACARRONADA ITALIANA LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2024
16.796.251/0001-64;OKRA EMBALAGENS METALICAS SOROCABA LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2591800;2062;0;;;;;;;0;0;0;0;0;607,55;0;0;0;0;0;0;2021
07.386.836/0001-15;ICAVI INDUSTRIA DE CALDEIRAS VALE DO ITAJAI S/A;0;01/01/2020;31/12/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2522500;2054;0;;;;;;;0;127749,46;0;0;0;0;0;0;0;0;0;0;2020
01.635.462/0001-48;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIAO DA PRODUCAO LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ COMPONENTE DO SISTEMA FINANCEIRO;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6424703;2143;;;;;;;;0;2786,43;0;0;0;0;0;0;0;;0;0;2021
05.557.506/0001-10;INDUSTRIA NACIONAL DE ACO PRONTO LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2599301;2062;0;;;;;;;0;34092,78;0;0;0;10133,96;0;0;0;0;0;0;2023
02.608.118/0001-22;VIVANTE SERVICOS DE FACILITIES LTDA.;0;01/01/2020;31/12/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8121400;2062;0;;;;;;;0;2866,01;0;0;0;0;0;0;0;0;0;0;2020
07.188.842/0001-68;REAL SERVICOS DE LOC DE MAO DE OBRA LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6204000;2062;0;;;;;;;0;23865,93;0;0;0;0;0;0;0;0;0;0;2024
24.071.127/0001-60;DISTRITO F B GASTRONOMIA LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2023
30.472.312/0001-69;TIBE BAR LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611205;2062;;;;;;;;;;;;;;;;;;;;2024
22.811.211/0001-47;JULIANA DE SOUZA DILL ME;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8230001;2135;;;;;;;;;;;;;;;;;;;;2023
45.032.951/0001-80;A6 PRODUCOES E EVENTOS LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8230001;2062;;;;;;;;;;;;;;;;;;;;2023
01.645.409/0001-28;AUTO SUTURE DO BRASIL LTDA;0;01/01/2019;31/12/2019;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4645101;2062;0;;;;;;;0;426068,09;0;0;0;0;0;0;0;0;0;0;2019
09.535.973/0001-08;TURBILHAO DE IDEIAS CULTURA E ENTRETENIMENTO LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5911199;2062;;;;;;;;;;;;;;;;;;;;2024
85.304.913/0001-54;CENTRO EDUCACIONAL BARREIROS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8511200;2062;0;;;;;;;20081,92;0;0;0;0;0;0;0;0;0;0;0;2024
05.832.555/0001-13;SOCOCO S/A AGROINDUSTRIAS DA AMAZONIA;0;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);133405;2054;0;0;0;0;0;;;0;34532,43;0;0;0;0;0;0;0;0;0;0;2022
93.867.265/0001-72;DITRATORE COMERCIO DE PECAS PARA TRATORES LTDA;0;01/01/2019;31/12/2019;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4789099;2062;0;;;;;;;0;143,25;0;0;0;0;0;0;0;0;0;0;2019
00.813.190/0001-66;MASTER ALIMENTOS LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1066000;2062;0;;;;;;;0;8083,98;0;0;0;0;0;0;0;0;0;0;2023
09.348.706/0001-13;MOTORMAC RENTAL LOCACAO DE EQUIPAMENTOS S/A;0;01/01/2024;30/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;INCORPORACAO/INCORPORADA;7739099;2054;0;;;;;;;0;153336,68;0;0;0;0;0;0;0;0;0;0;2024
04.674.069/0001-51;OPINIAO ASSESSORIA E CONSULTORIA LTDA;0;01/01/2022;31/12/2022;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7490104;2062;;;;;;;;;;;;;;;;;;;;2022
84.693.183/0001-68;SCHULZ;0;01/01/2021;31/12/2021;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2814301;2046;0;;;;;;;50000;121273,17;0;23522,77;23522,77;5000;0;0;199121,75;781918,57;0;370431,08;2021
05.655.969/0001-14;ANDRADE E SOARES LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2024
59.270.926/0001-40;SERVMELT COMERCIAL LTDA;0;02/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2821602;2062;0;;;;;;;0;1422,61;0;0;0;0;0;0;0;;0;;2015
21.295.224/0001-48;SOL - SOLUCAO OCUPACIONAL LTDA - ME;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8630599;2062;0;;;;;;;0;1495,07;0;0;0;0;0;0;0;0;0;0;2023
74.224.163/0001-94;PROSEGUR SISTEMAS DE SEGURANCA LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8299799;2062;0;;;;;;;0;43788,96;0;0;0;0;0;0;0;;0;;2017
10.927.614/0001-77;CLINICA DE OLHOS VENTURA CAVALCANTI LTDA;0;01/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8610101;2062;0;;;;;;;0;1977,8;0;0;0;0;0;0;0;;0;;2015
82.901.000/0001-27;INTELBRAS SA INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2632900;2054;0;0;0;0;0;;;132901,65;132901,65;0;33225,41;0;33225,41;0;0;0;;0;;2017
32.257.338/0001-10;PGS IT COMERCIO, LOCACAO E SERVICOS DE EQUIPAMENTOS DE AUTOMACAO LTDA - MATRIZ;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4751201;2062;0;;;;;;;0;4198,07;0;0;0;0;0;0;0;0;0;0;2023
24.600.921/0001-53;LIBERTY SEGURANCA LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8011101;2062;0;;;;;;;0;667,11;0;0;0;0;0;0;0;0;0;0;2024
10.409.614/0001-85;ALTA AMERICA LATINA TECNOLOGIA AGRICOLA LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4683400;2062;0;;;;;;;0;18511,86;0;0;0;0;0;0;0;;0;;2016
59.951.822/0001-09;MARTINS & LOCOCO LAVANDERIA LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);9601701;2062;0;;;;;;;0;31980,04;0;0;0;0;0;0;26776,41;;0;;2016
81.000.747/0001-41;SAO PEDRO COMERCIO DE CARNES E FRIOS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1013901;2062;0;;;;;;;0;0;0;178,14;178,14;0;0;0;0;0;0;0;2024
04.379.829/0001-06;NEGRESCO S/A - CREDITO, FINANCIAMENTO E INVESTIMENTOS;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ COMPONENTE DO SISTEMA FINANCEIRO;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6436100;2054;;;;;;;;100000;166521,1;0;30000;0;60000;0;0;0;;0;0;2023
39.624.310/0001-12;RISONI RESTAURANTE LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2024
03.485.319/0001-42;SANTABIER DISTRIBUIDORA DE BEBIDAS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4635402;2062;0;;;;;;;0;198431,76;0;0;0;0;0;0;0;0;0;0;2024
03.035.204/0001-56;LOGMASTER TECNOLOGIA LTDA.;0;01/01/2017;31/12/2017;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2710402;2062;0;;;;;;;0;17571,2;0;0;0;0;0;0;0;;0;;2017
00.970.363/0001-50;UNIDADE DE SAUDE CENTRAL SOCIEDADE SIMPLES LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8630503;2240;0;;;;;;;0;878,4;0;0;0;0;0;0;0;;0;;2016
07.164.263/0001-85;KADAO ALIMENTOS LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1013901;2062;0;;;;;;;0;30127,94;0;0;0;0;0;0;0;0;0;0;2020
66.654.179/0001-09;SUHAI VIGILANCIA E SEGURANCA LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8011101;2062;0;;;;;;;0;63767,07;58576,58;15941,77;0;0;0;0;0;;0;;2016
07.169.868/0001-69;FITAS FLAX DA AMAZONIA LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2229399;2062;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;;2016
11.285.104/0001-06;BIORC FINANCEIRA - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ COMPONENTE DO SISTEMA FINANCEIRO;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6436100;2054;;;;;;;;0;676,4;0;0;0;0;0;0;0;;0;;2016
22.584.866/0001-20;ABRANCHES E MORAIS LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4711302;2062;0;;;;;;;0;9350,31;0;0;0;0;0;0;0;0;0;0;2020
77.810.505/0001-46;POLICLINICA SAO VICENTE DE PAULA LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8610101;2062;0;;;;;;;0;5255,15;0;0;0;0;0;0;0;0;0;0;2021
94.873.981/0001-25;TORQUATO PONTES PESCADOS S/A;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1020102;2062;0;;;;;;;0;4395,86;0;0;0;0;0;0;0;0;0;0;2021
41.248.894/0001-10;VIDA TOP MAIS SAUDE OPERADORA DE PLANOS DE SAUDE;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6550200;2062;0;;;;;;;0;2851,74;0;0;0;0;0;0;0;0;0;0;2023
29.088.004/0001-55;JPG MOTORS COMERCIO DE VEICULOS LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4511101;2062;0;;;;;;;0;12510,5;0;0;0;0;0;0;0;0;0;0;2020
02.690.591/0001-00;PREDILETA RIO DE JANEIRO DISTRIBUIDORA DE MEDICAMENTOS LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4644301;2062;0;;;;;;;0;8129,72;0;0;0;0;0;0;0;;0;;2016
76.123.934/0001-82;SEMENTES MAUA LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);141501;2062;0;;;;;;;0;91520,68;0;0;0;0;0;0;0;0;0;0;2022
30.939.273/0001-67;MS RESTAURANTES LTDA  MATRIZ;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2024
33.050.816/0001-89;MIRIAM MINAS RIO AUTOMOVEIS E MAQUINAS S/A;0;01/01/2019;31/12/2019;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4511104;2054;0;;;;;;;0;12892,01;0;0;0;0;0;0;0;0;0;0;2019
05.004.774/0001-04;BBELLO EDUCACAO LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8531700;2062;0;14180,72;0;0;0;;;0;0;0;0;0;0;0;0;0;0;8508,43;0;2022
27.880.008/0001-46;AWITE SISTEMAS DE ANALISE DE GASES LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4789099;2062;0;;;;;;;0;0;0;0;970;0;0;0;0;0;0;0;2024
24.883.242/0001-39;B L COMERCIO DE ALIMENTOS LTDA ME;0;01/08/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2024
10.866.788/0001-77;BANCO BANDEPE S.A.;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ COMPONENTE DO SISTEMA FINANCEIRO;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6422100;2054;;;;;;;;550000;0;0;137500;137500;137500;0;0;0;;0;;2016
03.698.870/0008-40;EMERSON NETWORK POWER DO BRASIL LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2631100;2062;0;;;;;;;0;39278,18;0;0;0;0;0;0;1386;;0;;2016
78.583.721/0001-69;MPS INFORMATICA LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6201501;2062;0;;;;;;;0;64706,09;0;0;0;0;0;0;0;0;0;0;2021
44.387.144/0001-18;CLAUDIO MARCIO MARQUES RAMOS PRODUCOES ARTISTICAS LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8230001;2062;;;;;;;;;;;;;;;;;;;;2023
01.728.909/0001-23;MAXIPEL DISTRIBUIDORA DE PAPEIS LTDA;0;01/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4647801;2062;0;;;;;;;0;960,87;0;0;0;0;0;0;0;;0;;2015
05.487.514/0001-37;PRICEWATERHOUSECOOPERS CORPORATE FINANCE & RECOVERY LTDA.;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6920601;2240;0;;;;;;;0;228855,06;0;0;0;0;0;0;26861,96;0;0;0;2020
76.344.407/0001-06;POSSAMAI MAQUINAS E EQUIPAMENTOS LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2869100;2062;0;;;;;;;0;1537,5;0;0;0;0;0;0;0;0;0;0;2020
75.874.263/0001-29;T ANDRADE COMBUSTIVEIS LTDA;0;01/01/2015;31/12/2015;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4731800;2062;0;;;;;;;0;686,2;0;0;0;0;0;0;0;;0;;2015
52.780.376/0001-60;B.A.P AUTOMOTIVA LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4530701;2062;0;;;;;;;0;10565,66;0;0;0;0;0;0;0;0;0;0;2021
14.053.968/0001-90;AURABRASIL - TRANSPORTES MAQUINAS E EQUIPAMENTOS LTDA.;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7732201;2062;0;;;;;;;160000;98737,29;0;0;0;0;0;0;0;0;0;0;2023
15.563.826/0001-36;TSE S/A;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4299599;2054;0;;;;;;;0;1767,77;0;0;0;0;0;0;0;0;0;0;2023
26.283.006/0001-07;TOME HIT PRODUCOES ARTISTICAS LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);9001902;2062;;;;;;;;;;;;;;;;;;;;2024
92.653.666/0001-67;SELTEC VIGILANCIA ESPECIALIZAD;0;01/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8011101;2062;0;;;;;;;0;15803,68;0;0;0;0;0;0;0;;0;;2015
