cnpj;razao_social;cod_scp;dt_ini;dt_fin;forma_trib;forma_apur;qualif_pj;sit_especial;cnae;cod_nat;horario_eleitoral_deducao_lalur;prouni_universidade_para_todos;sudam_sudene_isencao_proj_ind_agric;sudam_sudene_isencao_proj_tec_dig;sudam_sudene_red_escal_setor_prior_proj_ind_agric;finor;finam;pronac_deducao_ir;pat_deducao_ir;atividade_audiov_deducao_ir;fundos_direitos_crianca_adolescente;fundos_idoso;incentivo_desporto;pronon_deducao_ir;pronas_pcd_deducao_ir;empresa_cidada_deducao_ir;rota_2030_deducao_ir;prouni_deducao_csll;rota_2030_deducao_csll;f0000_ano
00.485.542/0001-00;SPONCHIADO JARDINE VEICULOS LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4511101;2062;0;;;;;;;14847,22;19796,29;4949,07;4949,07;4949,07;4949,07;4949,07;0;0;;0;;2017
85.227.841/0001-99;METALURGICA MJ MOHR LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2592601;2062;0;;;;;;;0;1906,05;0;0;0;0;0;0;0;;0;;2016
58.594.128/0001-00;AUTO POSTO FEDATO LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4731800;2062;0;;;;;;;0;2313,55;0;0;0;0;0;0;0;0;0;0;2022
32.220.762/0001-90;MESQUITA E CRUZ LTDA;0;01/09/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611204;2062;;;;;;;;;;;;;;;;;;;;2023
84.501.873/0001-78;TUTIPLAST INDUSTRIA E COMERCIO LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2229302;2062;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2024
08.964.646/0001-09;CVK AUTO COMERCIO DE VEICULOS LTDA;0;01/01/2019;31/12/2019;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4511101;2062;0;;;;;;;0;750,9;0;0;0;0;0;0;0;0;0;0;2019
10.595.727/0001-12;TRR KANINHA COMBUSTIVEIS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4681802;2062;0;;;;;;;0;0;0;400;400;0;400;0;0;0;0;0;2024
88.502.760/0001-48;PALMITRAC PALMEIRA DAS MISSOES TRATORES LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4661300;2062;0;;;;;;;35000;0;0;0;10000;0;0;0;0;0;0;0;2023
14.327.411/0001-09;BCMED PRODUTOS E EQUIPAMENTOS PARA SAUDE LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4664800;2062;0;;;;;;;0;26524,07;0;0;0;0;0;0;0;0;0;0;2022
13.263.506/0001-35;DRJ DISTRIBUIDORA DE RECARGAS LTDA;0;01/01/2015;31/12/2015;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4689399;2062;0;;;;;;;0;0;0;766,64;0;0;0;0;0;;0;;2015
05.111.857/0001-00;DELOITTE SERVICOS CONTABEIS E ADMINISTRATIVOS ESPECIALIZADOS LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6920601;2240;0;;;;;;;364500;0;0;91000;91000;182000;0;0;352925,52;0;0;0;2023
61.160.438/0001-21;BRASILATA S A EMBALAGENS METALICAS;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2591800;2054;0;0;0;0;0;;;0;96068,05;0;0;0;0;0;0;51323,7;0;0;0;2020
95.600.235/0001-20;MARZARI ALIMENTOS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1061901;2062;0;;;;;;;4305,77;49846,89;0;6341,85;6341,85;0;1076,44;0;0;0;0;0;2024
20.327.872/0001-76;FUSION SOFTWARE E SERVICOS S A;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6201501;2054;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2021
25.086.034/0001-71;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;0;01/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3514000;2054;0;0;0;0;0;;;4401,72;4401,72;0;1100,43;0;0;0;0;0;;0;;2015
04.458.510/0001-68;CAMAR - CAMARAO MARICULTURA LTDA- ME;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);321302;2062;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2023
50.115.849/0005-02;S/A  FABRIL SCAVONE;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1354500;2054;0;;;;;;;0;0;0;0;3094;0;0;0;0;0;0;0;2023
60.891.041/0001-47;CASCADURA INDUSTRIAL S/A;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2539001;2054;0;;;;;;;0;1183,47;0;0;0;0;0;0;0;0;0;0;2023
21.578.696/0001-08;SUPER GRILL EXPRESS PAULISTA RESTAURANTE LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2024
12.924.647/0001-99;OVNI AUDIO VIDEO PRODUCOES LTDA;0;01/01/2022;31/12/2022;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5911102;2062;;;;;;;;;;;;;;;;;;;;2022
04.878.332/0001-24;NORTON ROSE FULBRIGHT CONSULTORES EM DIR;0;01/01/2019;31/12/2019;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6911701;2232;0;;;;;;;0;3549,68;0;0;0;0;0;0;0;0;0;0;2019
02.910.917/0001-59;TELEVISAO RIO FORMOSO LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6021700;2062;1902098,66;;;;;;;0;0;0;0;0;0;0;0;0;;0;;2017
02.756.334/0001-15;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4731800;2062;0;;;;;;;0;2210,99;0;0;0;0;0;0;0;;0;;2017
74.607.839/0001-29;DIPECARR DISTRIBUIDORA DE PECAS E ACESSORIOS PARA CARRETAS LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4530701;2062;0;;;;;;;0;0;0;25000;0;0;0;0;0;0;0;0;2022
10.878.123/0001-83;CLINICA ODONTOLOGICA WILTON SALIBA LTDA;0;01/01/2022;31/12/2022;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8630504;2062;;;;;;;;;;;;;;;;;;;;2022
13.136.197/0001-32;SAMAM VEICULOS LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4511101;2062;0;;;;;;;0;19090,11;0;0;0;0;0;0;0;0;0;0;2023
47.841.911/0001-05;CIPLAFE COMERCIO E INDUSTRIA DE MOVEIS LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3102100;2062;0;;;;;;;0;9905,39;0;0;0;0;0;0;0;;0;;2017
00.576.174/0001-05;POUSADA FAROL DAS TARTARUGAS LTDA EPP;0;01/01/2015;31/12/2015;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5510801;2062;0;;;;;;;0;212,87;0;0;0;0;0;0;0;;0;;2015
94.673.480/0001-03;CAR HOUSE VEICULOS LTDA.;0;01/01/2024;30/11/2024;LUCRO REAL;ANUAL;PJ EM GERAL;INCORPORACAO/INCORPORADORA;4511101;2062;0;;;;;;;105000;111315,04;0;0;0;0;0;0;0;0;0;0;2024
29.289.173/0001-53;GATILABS SOFTWARE E SERVICOS LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6201501;2062;0;;;;;;;0;295,65;0;0;0;0;0;0;0;0;0;0;2021
90.441.460/0001-48;UNICASA INDUSTRIA DE MOVEIS SA;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3101200;2046;0;;;;;;;32000;47610,5;0;8000;8000;0;0;0;0;0;0;0;2020
79.790.077/0001-62;ABAITI ENGENHARIA LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3702900;2062;0;;;;;;;0;4248,32;0;0;0;0;0;0;0;0;0;0;2024
16.766.164/0001-64;SG COMERCIO EXTERIOR S.A;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4685100;2054;0;;;;;;;0;0;0;0;30000;0;0;0;0;0;0;0;2020
03.952.466/0001-85;DALTROZO E DALTROZO LTDA;0;01/01/2019;31/12/2019;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4711302;2062;0;;;;;;;439,34;0;0;0;0;0;0;0;0;0;0;0;2019
18.537.193/0001-80;JJ PRESTACAO DE SERVICOS DE TERCEIRIZACAO EIRELI;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8111700;2305;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2022
03.945.249/0001-68;LACERDA & GOLDFARB LTDA - EPP;0;01/01/2015;31/12/2015;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8531700;2062;0;689773,33;0;0;0;;;0;0;0;0;0;0;0;0;0;;252638,39;;2015
19.534.650/0001-45;BAUMINAS MINERACAO LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);721901;2062;0;;;;;;;0;2687,09;0;0;0;0;0;0;0;;0;;2017
20.246.874/0001-30;BLOCKER VIGILANCIA E SEGURANCA LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8011101;2062;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;11040,98;2024
01.562.837/0001-97;DISTRIBUIDORA DE PRODUTOS  ALIMENTICIOS RS LTDA-ME;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4639701;2062;0;;;;;;;0;207,67;0;0;0;0;0;0;0;0;0;0;2022
03.125.509/0001-59;UNIFAMMA - UNIAO DE FACULDADES METROPOLITANAS DE MARINGA LTDA;0;01/01/2018;31/12/2018;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8531700;2062;0;200679,42;0;0;0;;;0;0;0;0;0;0;0;0;0;;75909,29;;2018
73.424.889/0001-08;UNIMED ITAQUI RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8690999;2143;0;;;;;;;0;437,6;0;0;0;0;0;0;0;0;0;0;2024
00.071.556/0001-79;ROMA HOTEIS E REALIZACOES LTDA - LACQUA III;2,48778E+13;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5510802;2127;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2024
76.194.539/0001-90;COMERCIAL CEREALISTA MARIOPOLIS LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4711302;2062;0;;;;;;;0;0;0;0;0;1452,25;0;0;0;0;0;0;2020
31.956.680/0001-45;A TOGNI ERTHAL RESTAURANTE LTDA.;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2305;;;;;;;;;;;;;;;;;;;;2023
82.643.537/0001-34;ELECTRO ACO ALTONA S.A.;0;01/01/2020;31/12/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2451200;2046;0;;;;;;;10000;93728,36;0;0;0;0;0;0;0;0;0;0;2020
70.176.425/0001-31;GRANVILLE & BAZAN LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8299701;2062;0;;;;;;;0;26271,42;0;0;0;0;0;0;0;;0;;2016
24.692.714/0001-76;BELA SEMENTES INDUSTRIA E COMERCIO DE SEMENTES LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4623106;2062;0;;;;;;;0;12732,13;0;0;0;0;0;0;0;0;0;0;2020
85.355.592/0001-17;INDUSTRIA E COMERCIO DE MOVEIS HENN LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3101200;2062;0;;;;;;;130000;53965,67;0;10000;0;0;0;0;0;;0;;2017
28.782.907/0001-79;VIANNA, CURY E CASTRO;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8630503;2232;;;;;;;;;;;;;;;;;;;;2024
04.629.140/0001-84;SYSTEMCRED - SOLUCOES EM RECUPERACAO DE ATIVOS LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8220200;2062;0;;;;;;;0;4725,82;0;0;0;0;0;0;0;;0;;2016
62.647.052/0002-92;OWENS CORNING FIBERGLAS AS LTDA;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2319200;2062;0;;;;;;;0;423756,04;0;0;0;0;0;0;0;;0;;2018
08.371.279/0001-21;AMARALSTAND - SERVICOS DE MONTAGENS DE STAND E DESIGN LTDA;0;01/12/2022;31/12/2022;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7739003;2062;;;;;;;;;;;;;;;;;;;;2022
20.146.676/0003-67;CIAFAL COMERCIO E INDUSTRIA DE ARTEFATOS DE FERRO E ACO S/A;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2422901;2054;0;;;;;;;0;37779,14;0;8651,99;8651,99;0;0;0;0;;0;;2017
27.351.731/0001-38;REALIZE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ COMPONENTE DO SISTEMA FINANCEIRO;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6436100;2054;;;;;;;;1198000;0;0;350000;350000;368543,75;350000;350000;0;;0;;2018
59.129.403/0001-88;CNF ADMINISTRADORA DE CONSORCIOS NACIONAL LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6493000;2062;0;;;;;;;260000;11894,48;0;65000;65000;65000;0;0;0;;0;;2017
00.650.831/0001-09;EFITRANS TRANSPORTES LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4930202;2062;0;;;;;;;0;487,45;0;0;0;0;0;0;0;;0;;2017
04.688.355/0001-76;SECURITY SERVICOS DE MONITORAMENTO ELETRONICO LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8020001;2062;0;;;;;;;0;2289,23;0;0;0;0;0;0;0;0;0;0;2024
51.223.253/0001-65;INDUCTOTHERM GROUP BRASIL LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2869100;2062;0;;;;;;;0;79436,18;0;0;0;0;0;0;0;0;0;0;2024
11.416.405/0001-21;GO MILHAS TURISMO E NEGOCIOS LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7911200;2062;;;;;;;;;;;;;;;;;;;;2024
59.229.161/0001-02;COPAVE ARTEFATOS DE BORRACHA LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2219600;2062;0;;;;;;;0;105135,35;0;25000;0;0;0;0;0;0;0;0;2023
07.677.731/0001-15;AUTOPORT TRANSPORTES E LOGISTICA LTDA;0;01/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4930202;2062;0;;;;;;;0;103243,89;102500;20300;20300;20300;20300;20300;0;;0;;2015
01.784.792/0001-03;EQUIPLEX INDUSTRIA FARMACEUTICA LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2121101;2062;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2023
39.617.995/0001-70;A TOCA DA JARARACA BAR, RESTAURANTE E DELIVERY LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611205;2062;;;;;;;;;;;;;;;;;;;;2023
56.139.041/0001-18;URUBUPUNGA TRANSPORTES E TURISMO LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4929902;2062;0;;;;;;;60000;69009,59;0;15000;15000;30000;15000;15000;12853,13;0;0;0;2024
26.096.165/0001-00;L G R COMERCIO DE PRESENTES LTDA - EPP;0;01/01/2021;31/12/2021;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4759899;2062;0;;;;;;;1944,79;0;0;0;0;0;0;0;0;0;0;0;2021
02.178.092/0001-20;CRYOVAC BRASIL LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2222600;2062;0;;;;;;;0;54549,26;0;0;0;0;0;0;0;;0;;2016
07.964.913/0001-77;REC LOG 411 S.A.;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6462000;2054;0;;;;;;;20066,02;0;0;5016,51;5016,51;0;0;0;0;;0;;2018
46.366.000/0001-00;POSTO VILA DALLAS LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4731800;2062;0;;;;;;;0;1759,05;0;0;0;0;0;0;0;0;0;0;2023
83.172.544/0001-68;MOVEIS PAULO LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3101200;2062;0;;;;;;;0;0;0;551,28;551,28;0;0;0;0;0;0;0;2024
11.727.497/0001-60;CESCONETTO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA ME;0;01/01/2017;31/12/2017;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1012101;2062;0;0;0;0;0;;;0;130101,73;0;0;0;0;0;0;0;;0;;2017
09.058.456/0001-87;MINDRAY DO BRASIL COMERCIO E DISTRIBUICAO DE EQUIPAMENTOS;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4645101;2062;0;;;;;;;0;5849,02;0;0;0;0;0;0;0;;0;;2017
11.280.978/0001-70;VIA MORENA INDUSTRIA E COMERCIO LTDA;0;01/01/2022;31/07/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;CISAO PARCIAL;4744099;2062;0;;;;;;;6643,31;0;0;0;0;0;0;0;0;0;0;0;2022
00.169.600/0001-88;PROGRAMMERS INFOMARTICA LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6201501;2062;0;;;;;;;0;0;0;0;0;0;0;0;31251,85;0;0;0;2022
25.867.789/0001-03;IND E COM DE FIOS E MALHAS IDEAL LTDA;0;01/01/2022;31/12/2022;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1313800;2062;;;;;;;;;;;;;;;;;;;;2022
32.859.706/0001-08;LEAN-AEO - GESTAO DE RISCOS LOGISTICOS E ADUANEIROS LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7020400;2062;0;;;;;;;2945,19;3508,01;0;0;0;0;0;0;0;0;0;0;2022
22.066.881/0001-86;VINTAGE AFFAIRS PRODUCAO MUSICAL LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);9001902;2062;;;;;;;;;;;;;;;;;;;;2024
08.609.304/0001-62;LUAN CADORE LTDA;0;01/04/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4929902;2062;;;;;;;;;;;;;;;;;;;;2023
17.090.600/0001-90;CAPRICHE S.A;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1092900;2054;0;0;0;0;0;;;100000;112298,24;0;0;0;0;0;0;0;0;0;0;2023
03.124.977/0001-09;MV SISTEMAS DE MEDICINA DIAGNOSTICA LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6201501;2062;0;;;;;;;0;6766,43;0;0;0;0;0;0;0;0;0;0;2024
08.357.240/0001-50;BANCO CSF S/A;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ COMPONENTE DO SISTEMA FINANCEIRO;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6431000;2054;;;;;;;;3465864,84;3142519,39;0;520432,42;520432,42;0;0;0;302254,35;;0;0;2024
08.158.797/0001-61;KRISOLL RESINAS PLASTICAS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2229302;2062;0;;;;;;;0;145495,17;0;0;0;0;0;0;0;0;0;0;2024
00.599.333/0001-89;AUTO POSTO MORRO AZUL DE ITATIBA LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4731800;2062;0;;;;;;;0;3244,05;0;0;0;0;0;0;0;0;0;0;2024
